TimeStamp, Counter, EgoVehicleSpeed
1758135754.8783,911.0,11.28
1758135754.9786,912.0,12.97
1758135755.0788,913.0,13.1
1758135755.1788,914.0,10.0
1758135755.2769,915.0,8.6
1758135755.3787,916.0,7.4
1758135755.477,917.0,7.25
1758135755.5769,918.0,7.54
1758135755.6768,919.0,7.09
1758135755.7768,920.0,7.23
1758135755.8768,921.0,6.72
1758135755.9768,922.0,5.51
1758135756.0787,923.0,6.17
1758135756.1786,924.0,4.94
1758135756.2788,925.0,5.73
1758135756.3788,926.0,6.19
1758135756.4787,927.0,7.86
1758135756.5786,928.0,8.25
1758135756.6785,929.0,8.83
1758135756.7785,930.0,10.77
1758135756.8783,931.0,13.25
1758135756.9772,932.0,14.31
1758135757.0779,933.0,14.02
1758135757.1782,934.0,15.42
1758135757.2782,935.0,10.0
1758135757.3784,936.0,8.1
1758135757.4781,937.0,10.04
1758135757.5784,938.0,12.86
1758135757.6783,939.0,13.76
1758135757.7783,940.0,13.21
1758135757.8785,941.0,11.49
1758135757.977,942.0,13.9
1758135758.0767,943.0,10.0
1758135758.1784,944.0,9.4
1758135758.2783,945.0,10.81
1758135758.3786,946.0,13.3
1758135758.4785,947.0,11.7
1758135758.5783,948.0,12.17
1758135758.6785,949.0,12.17
1758135758.7789,950.0,13.39
1758135758.8786,951.0,10.0
1758135758.9787,952.0,12.4
1758135759.0789,953.0,15.62
1758135759.1788,954.0,15.47
1758135759.279,955.0,10.0
1758135759.3793,956.0,10.2
1758135759.4781,957.0,10.51
1758135759.5787,958.0,11.35
1758135759.6793,959.0,10.44
1758135759.7792,960.0,9.39
1758135759.8793,961.0,8.74
1758135759.9793,962.0,8.56
1758135760.0778,963.0,8.22
1758135760.1777,964.0,10.11
1758135760.2777,965.0,11.83
1758135760.3777,966.0,9.58
1758135760.4796,967.0,9.39
1758135760.5776,968.0,8.55
1758135760.6791,969.0,8.29
1758135760.7777,970.0,8.29
1758135760.8776,971.0,8.21
1758135760.9794,972.0,10.59
1758135761.0775,973.0,9.21
1758135761.1774,974.0,8.93
1758135761.2773,975.0,9.29
1758135761.3773,976.0,9.29
1758135761.4772,977.0,11.89
1758135761.5773,978.0,11.06
1758135761.6773,979.0,10.4
1758135761.7772,980.0,9.77
1758135761.8771,981.0,11.34
1758135761.9771,982.0,10.43
1758135762.0788,983.0,10.01
1758135762.1788,984.0,12.81
1758135762.2789,985.0,15.89
1758135762.379,986.0,13.03
1758135762.4784,987.0,12.25
1758135762.5789,988.0,11.39
1758135762.679,989.0,11.96
1758135762.7791,990.0,11.84
1758135762.8794,991.0,11.72
1758135762.9789,992.0,14.77
1758135763.0789,993.0,15.21
1758135763.1792,994.0,15.67
1758135763.2789,995.0,12.69
1758135763.3795,996.0,13.07
1758135763.4793,997.0,15.95
1758135763.5794,998.0,10.0
1758135763.6791,999.0,10.4
1758135763.7792,1000.0,9.05
1758135763.8793,1001.0,7.51
1758135763.9792,1002.0,6.83
1758135764.0789,1003.0,8.47
1758135764.1791,1004.0,10.25
1758135764.2789,1005.0,9.64
1758135764.3791,1006.0,9.06
1758135764.4789,1007.0,7.97
1758135764.579,1008.0,9.97
1758135764.6785,1009.0,11.76
1758135764.7792,1010.0,11.88
1758135764.8788,1011.0,15.32
1758135764.9791,1012.0,10.0
1758135765.0794,1013.0,12.4
1758135765.1794,1014.0,10.79
1758135765.2798,1015.0,11.54
1758135765.3798,1016.0,9.93
1758135765.4797,1017.0,10.82
1758135765.5777,1018.0,10.17
1758135765.6793,1019.0,11.6
1758135765.7797,1020.0,14.03
1758135765.8779,1021.0,10.0
1758135765.9799,1022.0,11.4
1758135766.0791,1023.0,12.08
1758135766.1783,1024.0,9.67
1758135766.2779,1025.0,9.38
1758135766.3792,1026.0,10.03
1758135766.478,1027.0,12.64
1758135766.5778,1028.0,10.0
1758135766.6779,1029.0,9.4
1758135766.7777,1030.0,7.52
1758135766.8775,1031.0,9.32
1758135766.9774,1032.0,7.93
1758135767.0793,1033.0,7.13
1758135767.1792,1034.0,8.06
1758135767.2789,1035.0,10.08
1758135767.3793,1036.0,12.49
1758135767.479,1037.0,10.12
1758135767.5791,1038.0,10.12
1758135767.6795,1039.0,9.72
1758135767.7792,1040.0,10.78
1758135767.8789,1041.0,13.05
1758135767.9783,1042.0,11.87
1758135768.079,1043.0,12.59
1758135768.179,1044.0,13.59
1758135768.2792,1045.0,15.9
1758135768.3794,1046.0,13.84
1758135768.4792,1047.0,15.22
1758135768.5779,1048.0,15.37
1758135768.6795,1049.0,10.0
1758135768.7796,1050.0,8.2
1758135768.8798,1051.0,8.53
1758135768.979,1052.0,8.95
1758135769.0798,1053.0,9.94
1758135769.18,1054.0,8.55
1758135769.2801,1055.0,7.35
1758135769.3802,1056.0,5.88
1758135769.4802,1057.0,5.35
1758135769.5804,1058.0,6.05
1758135769.6803,1059.0,6.89
1758135769.7804,1060.0,8.69
1758135769.8804,1061.0,8.34
1758135769.9805,1062.0,6.92
1758135770.0808,1063.0,9.0
1758135770.1808,1064.0,11.7
1758135770.2808,1065.0,11.93
1758135770.381,1066.0,13.0
1758135770.481,1067.0,13.92
1758135770.5809,1068.0,12.38
1758135770.6809,1069.0,14.99
1758135770.7812,1070.0,15.28
1758135770.8814,1071.0,10.0
1758135770.9813,1072.0,9.0
1758135771.0814,1073.0,11.34
1758135771.1806,1074.0,13.04
1758135771.2814,1075.0,10.0
1758135771.3815,1076.0,9.8
1758135771.4814,1077.0,12.64
1758135771.5797,1078.0,13.65
1758135771.6797,1079.0,15.7
1758135771.7797,1080.0,10.0
1758135771.8796,1081.0,12.0
1758135771.9796,1082.0,13.32
1758135772.0811,1083.0,15.98
1758135772.181,1084.0,10.0
1758135772.2812,1085.0,9.3
1758135772.3811,1086.0,8.56
1758135772.4813,1087.0,8.56
1758135772.5813,1088.0,11.12
1758135772.6815,1089.0,12.35
1758135772.7819,1090.0,15.93
1758135772.8815,1091.0,10.0
1758135772.9817,1092.0,8.4
1758135773.0823,1093.0,6.72
1758135773.1817,1094.0,6.52
1758135773.282,1095.0,8.34
1758135773.3818,1096.0,8.68
1758135773.4819,1097.0,10.85
1758135773.582,1098.0,9.33
1758135773.6808,1099.0,12.03
1758135773.7821,1100.0,15.4
1758135773.8806,1101.0,13.55
1758135773.9804,1102.0,10.0
1758135774.0809,1103.0,9.5
1758135774.1822,1104.0,10.07
1758135774.2822,1105.0,8.96
1758135774.3827,1106.0,10.13
1758135774.4824,1107.0,11.24
1758135774.5824,1108.0,11.69
1758135774.683,1109.0,14.15
1758135774.7826,1110.0,11.74
1758135774.8831,1111.0,10.8
1758135774.9827,1112.0,10.37
1758135775.083,1113.0,13.38
1758135775.1832,1114.0,12.31
1758135775.2831,1115.0,11.2
1758135775.3833,1116.0,13.33
1758135775.4832,1117.0,11.19
1758135775.583,1118.0,9.63
1758135775.6832,1119.0,9.44
1758135775.7835,1120.0,10.47
1758135775.8835,1121.0,12.15
1758135775.9834,1122.0,13.24
1758135776.0835,1123.0,11.39
1758135776.1837,1124.0,9.11
1758135776.2839,1125.0,8.47
1758135776.3836,1126.0,9.74
1758135776.4839,1127.0,8.09
1758135776.5841,1128.0,6.96
1758135776.684,1129.0,8.76
1758135776.7841,1130.0,10.25
1758135776.8824,1131.0,11.89
1758135776.9822,1132.0,9.51
1758135777.0823,1133.0,11.61
1758135777.1823,1134.0,14.97
1758135777.2823,1135.0,15.57
1758135777.3821,1136.0,10.0
1758135777.482,1137.0,8.0
1758135777.5818,1138.0,9.04
1758135777.6818,1139.0,8.05
1758135777.7817,1140.0,9.01
1758135777.8816,1141.0,7.75
1758135777.9816,1142.0,6.97
1758135778.0832,1143.0,7.67
1758135778.1834,1144.0,6.6
1758135778.2832,1145.0,5.54
1758135778.3832,1146.0,5.82
1758135778.4831,1147.0,5.64
1758135778.5833,1148.0,5.76
1758135778.6833,1149.0,7.02
1758135778.7836,1150.0,6.6
1758135778.8839,1151.0,7.46
1758135778.9833,1152.0,9.18
1758135779.0825,1153.0,7.98
1758135779.182,1154.0,9.1
1758135779.2839,1155.0,8.74
1758135779.3838,1156.0,9.96
1758135779.4838,1157.0,10.66
1758135779.584,1158.0,13.43
1758135779.6843,1159.0,13.3
1758135779.7823,1160.0,10.0
1758135779.8842,1161.0,9.4
1758135779.9834,1162.0,9.96
1758135780.0841,1163.0,12.16
1758135780.1843,1164.0,9.72
1758135780.2843,1165.0,12.64
1758135780.3844,1166.0,13.65
1758135780.4846,1167.0,10.0
1758135780.5847,1168.0,10.3
1758135780.6848,1169.0,10.4
1758135780.7849,1170.0,10.72
1758135780.8849,1171.0,12.64
1758135780.985,1172.0,10.62
1758135781.085,1173.0,8.71
1758135781.1847,1174.0,10.63
1758135781.2851,1175.0,13.28
1758135781.385,1176.0,10.0
1758135781.4851,1177.0,11.7
1758135781.5851,1178.0,14.27
1758135781.6852,1179.0,10.0
1758135781.7842,1180.0,9.9
1758135781.8851,1181.0,8.12
1758135781.985,1182.0,6.49
1758135782.0852,1183.0,5.72
1758135782.1845,1184.0,4.63
1758135782.2832,1185.0,4.21
1758135782.3831,1186.0,4.76
1758135782.4837,1187.0,5.38
1758135782.5832,1188.0,4.41
1758135782.6829,1189.0,4.59
1758135782.7827,1190.0,5.23
1758135782.883,1191.0,5.91
1758135782.9831,1192.0,7.15
1758135783.0846,1193.0,8.51
1758135783.1844,1194.0,10.3
1758135783.2844,1195.0,12.77
1758135783.3845,1196.0,14.94
1758135783.4846,1197.0,13.74
1758135783.5846,1198.0,10.0
1758135783.6848,1199.0,9.4
1758135783.7849,1200.0,7.61
1758135783.8851,1201.0,8.91
1758135783.9849,1202.0,11.49
1758135784.0844,1203.0,11.95
1758135784.1851,1204.0,10.4
1758135784.2855,1205.0,12.27
1758135784.3851,1206.0,13.25
1758135784.4836,1207.0,10.87
1758135784.5849,1208.0,9.13
1758135784.6855,1209.0,9.04
1758135784.7854,1210.0,7.32
1758135784.8855,1211.0,6.22
1758135784.9838,1212.0,7.84
1758135785.0842,1213.0,7.29
1758135785.1855,1214.0,7.65
1758135785.2842,1215.0,7.81
1758135785.3854,1216.0,9.37
1758135785.4856,1217.0,8.53
1758135785.5856,1218.0,7.33
1758135785.6858,1219.0,6.31
1758135785.7857,1220.0,7.25
1758135785.8856,1221.0,7.76
1758135785.9858,1222.0,6.52
1758135786.0861,1223.0,7.17
1758135786.186,1224.0,7.96
1758135786.2863,1225.0,6.76
1758135786.3862,1226.0,8.05
1758135786.4863,1227.0,7.08
1758135786.5863,1228.0,8.43
1758135786.6864,1229.0,9.02
1758135786.7864,1230.0,10.28
1758135786.8864,1231.0,9.77
1758135786.9864,1232.0,9.57
1758135787.0863,1233.0,8.04
1758135787.1864,1234.0,10.37
1758135787.2865,1235.0,12.14
1758135787.3867,1236.0,11.89
1758135787.4868,1237.0,12.85
1758135787.5854,1238.0,10.79
1758135787.6849,1239.0,13.6
1758135787.7849,1240.0,14.0
1758135787.885,1241.0,10.0
1758135787.9857,1242.0,12.6
1758135788.0872,1243.0,14.24
1758135788.187,1244.0,14.1
1758135788.2871,1245.0,13.67
1758135788.3869,1246.0,11.76
1758135788.4874,1247.0,9.99
1758135788.5872,1248.0,12.79
1758135788.6873,1249.0,14.2
1758135788.7879,1250.0,11.36
1758135788.8887,1251.0,11.93
1758135788.9878,1252.0,13.96
1758135789.0883,1253.0,10.0
1758135789.1879,1254.0,11.0
1758135789.2886,1255.0,12.76
1758135789.3882,1256.0,11.23
1758135789.4882,1257.0,11.68
1758135789.5882,1258.0,14.01
1758135789.6883,1259.0,10.0
1758135789.7865,1260.0,8.8
1758135789.887,1261.0,10.3
1758135789.9864,1262.0,9.06
1758135790.087,1263.0,10.06
1758135790.1881,1264.0,8.55
1758135790.2883,1265.0,7.78
1758135790.3885,1266.0,9.65
1758135790.4886,1267.0,8.78
1758135790.5883,1268.0,7.29
1758135790.6885,1269.0,6.27
1758135790.7886,1270.0,6.7
1758135790.8888,1271.0,8.38
1758135790.9889,1272.0,10.31
1758135791.089,1273.0,10.31
1758135791.1891,1274.0,9.79
1758135791.2893,1275.0,7.83
1758135791.3892,1276.0,6.27
1758135791.4894,1277.0,7.14
1758135791.5893,1278.0,6.79
1758135791.6895,1279.0,8.48
1758135791.7891,1280.0,9.5
1758135791.8892,1281.0,9.5
1758135791.9893,1282.0,10.55
1758135792.0893,1283.0,9.49
1758135792.1892,1284.0,9.11
1758135792.2894,1285.0,9.11
1758135792.3894,1286.0,8.75
1758135792.4882,1287.0,8.84
1758135792.5892,1288.0,11.22
1758135792.6893,1289.0,9.88
1758135792.7893,1290.0,11.26
1758135792.889,1291.0,13.96
1758135792.9875,1292.0,14.94
1758135793.0874,1293.0,13.29
1758135793.1893,1294.0,11.03
1758135793.2876,1295.0,12.8
1758135793.3873,1296.0,13.95
1758135793.4873,1297.0,10.0
1758135793.5872,1298.0,11.6
1758135793.6873,1299.0,12.88
1758135793.7872,1300.0,10.3
1758135793.8871,1301.0,10.09
1758135793.9873,1302.0,10.5
1758135794.0891,1303.0,11.13
1758135794.1887,1304.0,9.35
1758135794.2887,1305.0,9.16
1758135794.3887,1306.0,8.15
1758135794.4888,1307.0,8.56
1758135794.5887,1308.0,8.99
1758135794.6885,1309.0,7.91
1758135794.7885,1310.0,7.51
1758135794.8886,1311.0,7.29
1758135794.9874,1312.0,6.78
1758135795.0867,1313.0,8.2
1758135795.1888,1314.0,8.61
1758135795.2887,1315.0,10.16
1758135795.3886,1316.0,11.79
1758135795.4888,1317.0,9.55
1758135795.5888,1318.0,8.4
1758135795.689,1319.0,8.91
1758135795.7892,1320.0,11.49
1758135795.8894,1321.0,9.77
1758135795.9873,1322.0,11.23
1758135796.0892,1323.0,11.68
1758135796.1893,1324.0,12.27
1758135796.2892,1325.0,11.65
1758135796.3896,1326.0,12.23
1758135796.4897,1327.0,14.19
1758135796.5895,1328.0,10.0
1758135796.6897,1329.0,8.3
1758135796.7898,1330.0,9.05
1758135796.89,1331.0,8.41
1758135796.99,1332.0,8.83
1758135797.09,1333.0,10.51
1758135797.1902,1334.0,11.77
1758135797.2905,1335.0,10.71
1758135797.3905,1336.0,12.21
1758135797.4908,1337.0,15.27
1758135797.5906,1338.0,10.0
1758135797.6894,1339.0,8.7
1758135797.7891,1340.0,7.22
1758135797.8909,1341.0,7.94
1758135797.9902,1342.0,8.02
1758135798.0909,1343.0,9.87
1758135798.1908,1344.0,12.63
1758135798.2908,1345.0,11.24
1758135798.3891,1346.0,12.25
1758135798.4891,1347.0,13.6
1758135798.5906,1348.0,10.0
1758135798.6891,1349.0,8.0
1758135798.789,1350.0,10.32
1758135798.8891,1351.0,13.0
1758135798.9889,1352.0,15.73
1758135799.0908,1353.0,14.16
1758135799.1906,1354.0,10.0
1758135799.2906,1355.0,8.9
1758135799.3906,1356.0,8.81
1758135799.4908,1357.0,7.14
1758135799.5907,1358.0,5.85
1758135799.6907,1359.0,7.2
1758135799.7909,1360.0,7.34
1758135799.8909,1361.0,8.52
1758135799.991,1362.0,9.96
1758135800.0912,1363.0,9.96
1758135800.1906,1364.0,10.96
1758135800.2914,1365.0,13.26
1758135800.3904,1366.0,10.74
1758135800.4915,1367.0,13.21
1758135800.5911,1368.0,10.0
1758135800.6913,1369.0,12.1
1758135800.7915,1370.0,12.1
1758135800.8915,1371.0,14.04
1758135800.9916,1372.0,10.0
1758135801.0906,1373.0,8.6
1758135801.1917,1374.0,9.63
1758135801.2922,1375.0,11.37
1758135801.3919,1376.0,9.32
1758135801.492,1377.0,11.84
1758135801.5921,1378.0,9.59
1758135801.6922,1379.0,9.78
1758135801.7922,1380.0,11.15
1758135801.8923,1381.0,12.82
1758135801.9923,1382.0,10.38
1758135802.0922,1383.0,12.36
1758135802.1924,1384.0,11.74
1758135802.2926,1385.0,12.56
1758135802.3927,1386.0,15.7
1758135802.4926,1387.0,10.0
1758135802.5926,1388.0,8.9
1758135802.6927,1389.0,7.65
1758135802.7926,1390.0,6.35
1758135802.8926,1391.0,6.67
1758135802.9928,1392.0,5.4
1758135803.091,1393.0,6.21
1758135803.1929,1394.0,7.46
1758135803.2928,1395.0,8.65
1758135803.3929,1396.0,8.39
1758135803.4931,1397.0,8.73
1758135803.5931,1398.0,10.64
1758135803.6918,1399.0,13.31
1758135803.7914,1400.0,13.84
1758135803.8913,1401.0,15.91
1758135803.9914,1402.0,15.44
1758135804.0913,1403.0,10.0
1758135804.1912,1404.0,12.9
1758135804.2911,1405.0,10.0
1758135804.391,1406.0,10.0
1758135804.4909,1407.0,8.6
1758135804.5908,1408.0,7.31
1758135804.6907,1409.0,6.8
1758135804.7905,1410.0,5.98
1758135804.8906,1411.0,5.5
1758135804.9905,1412.0,5.72
1758135805.0923,1413.0,6.3
1758135805.1922,1414.0,6.17
1758135805.2922,1415.0,6.6
1758135805.3922,1416.0,5.41
1758135805.4923,1417.0,5.96
1758135805.5923,1418.0,6.97
1758135805.6923,1419.0,7.04
1758135805.7925,1420.0,6.69
1758135805.8914,1421.0,6.49
1758135805.9911,1422.0,5.51
1758135806.0909,1423.0,5.46
1758135806.1922,1424.0,5.24
1758135806.2923,1425.0,6.5
1758135806.3921,1426.0,5.2
1758135806.4921,1427.0,6.5
1758135806.5922,1428.0,7.67
1758135806.6924,1429.0,9.05
1758135806.7921,1430.0,9.68
1758135806.8923,1431.0,9.0
1758135806.9915,1432.0,8.37
1758135807.0913,1433.0,7.62
1758135807.1923,1434.0,9.83
1758135807.2925,1435.0,7.86
1758135807.3925,1436.0,9.28
1758135807.4927,1437.0,12.06
1758135807.5928,1438.0,10.97
1758135807.6928,1439.0,14.16
1758135807.7929,1440.0,10.0
1758135807.8931,1441.0,12.6
1758135807.9919,1442.0,15.25
1758135808.0931,1443.0,13.57
1758135808.1933,1444.0,11.67
1758135808.2933,1445.0,10.85
1758135808.3916,1446.0,9.44
1758135808.4935,1447.0,10.67
1758135808.5933,1448.0,12.91
1758135808.6939,1449.0,12.13
1758135808.7936,1450.0,12.5
1758135808.8935,1451.0,15.5
1758135808.9924,1452.0,14.41
1758135809.0918,1453.0,11.96
1758135809.1917,1454.0,15.31
1758135809.2917,1455.0,10.0
1758135809.3916,1456.0,11.4
1758135809.4914,1457.0,9.69
1758135809.5913,1458.0,9.59
1758135809.6914,1459.0,9.4
1758135809.7913,1460.0,8.46
1758135809.8912,1461.0,10.91
1758135809.9911,1462.0,9.28
1758135810.0929,1463.0,10.85
1758135810.1911,1464.0,9.44
1758135810.2927,1465.0,8.69
1758135810.3927,1466.0,9.73
1758135810.4926,1467.0,9.15
1758135810.5928,1468.0,9.79
1758135810.6934,1469.0,11.45
1758135810.7933,1470.0,10.53
1758135810.8935,1471.0,13.27
1758135810.9922,1472.0,11.81
1758135811.0934,1473.0,15.24
1758135811.194,1474.0,10.0
1758135811.2939,1475.0,12.8
1758135811.3939,1476.0,10.24
1758135811.4941,1477.0,8.29
1758135811.5944,1478.0,7.63
1758135811.6943,1479.0,8.78
1758135811.7947,1480.0,7.72
1758135811.8946,1481.0,9.04
1758135811.9934,1482.0,8.67
1758135812.0937,1483.0,9.54
1758135812.1933,1484.0,9.64
1758135812.2945,1485.0,11.47
1758135812.3944,1486.0,11.7
1758135812.4945,1487.0,12.4
1758135812.5945,1488.0,10.66
1758135812.6945,1489.0,11.84
1758135812.7938,1490.0,11.13
1758135812.8945,1491.0,9.01
1758135812.9947,1492.0,10.36
1758135813.0947,1493.0,11.5
1758135813.1948,1494.0,11.39
1758135813.2949,1495.0,14.01
1758135813.395,1496.0,15.55
1758135813.495,1497.0,10.0
1758135813.5951,1498.0,9.6
1758135813.6934,1499.0,8.26
1758135813.7952,1500.0,9.16
1758135813.8952,1501.0,7.7
1758135813.9953,1502.0,6.77
1758135814.0952,1503.0,5.83
1758135814.1952,1504.0,7.17
1758135814.2953,1505.0,7.17
1758135814.3938,1506.0,5.88
1758135814.4933,1507.0,5.23
1758135814.5933,1508.0,5.65
1758135814.6932,1509.0,4.91
1758135814.7931,1510.0,6.39
1758135814.893,1511.0,7.73
1758135814.993,1512.0,6.72
1758135815.0948,1513.0,5.58
1758135815.1947,1514.0,5.13
1758135815.2946,1515.0,4.78
1758135815.3949,1516.0,3.82
1758135815.4947,1517.0,4.62
1758135815.5946,1518.0,3.93
1758135815.695,1519.0,4.16
1758135815.7949,1520.0,4.79
1758135815.8953,1521.0,3.83
1758135815.9948,1522.0,4.48
1758135816.0958,1523.0,5.2
1758135816.195,1524.0,5.2
1758135816.2932,1525.0,6.19
1758135816.3948,1526.0,7.61
1758135816.495,1527.0,6.47
1758135816.5954,1528.0,5.43
1758135816.6951,1529.0,6.3
1758135816.7951,1530.0,7.12
1758135816.8952,1531.0,6.98
1758135816.9936,1532.0,6.21
1758135817.0942,1533.0,7.15
1758135817.1958,1534.0,8.57
1758135817.2953,1535.0,10.2
1758135817.3938,1536.0,12.75
1758135817.4954,1537.0,11.48
1758135817.5951,1538.0,12.74
1758135817.6952,1539.0,13.0
1758135817.7952,1540.0,14.56
1758135817.8951,1541.0,10.0
1758135817.9949,1542.0,9.7
1758135818.0953,1543.0,10.67
1758135818.1951,1544.0,10.88
1758135818.2944,1545.0,13.5
1758135818.395,1546.0,11.74
1758135818.4952,1547.0,15.26
1758135818.5953,1548.0,12.21
1758135818.6954,1549.0,12.58
1758135818.7952,1550.0,12.45
1758135818.895,1551.0,12.95
1758135818.9935,1552.0,14.76
1758135819.0954,1553.0,15.8
1758135819.1952,1554.0,10.0
1758135819.2952,1555.0,11.3
1758135819.3955,1556.0,11.53
1758135819.4951,1557.0,9.8
1758135819.595,1558.0,9.41
1758135819.6936,1559.0,11.19
1758135819.7933,1560.0,9.18
1758135819.8932,1561.0,10.1
1758135819.9933,1562.0,8.18
1758135820.0932,1563.0,7.93
1758135820.1932,1564.0,7.85
1758135820.2933,1565.0,7.85
1758135820.3932,1566.0,8.01
1758135820.4938,1567.0,6.57
1758135820.5931,1568.0,5.25
1758135820.693,1569.0,5.52
1758135820.7929,1570.0,5.02
1758135820.893,1571.0,6.02
1758135820.9928,1572.0,5.0
1758135821.0946,1573.0,6.2
1758135821.1945,1574.0,6.26
1758135821.2944,1575.0,7.45
1758135821.3947,1576.0,6.93
1758135821.4945,1577.0,6.38
1758135821.5945,1578.0,6.7
1758135821.6931,1579.0,6.03
1758135821.7946,1580.0,4.94
1758135821.8947,1581.0,4.35
1758135821.9938,1582.0,4.52
1758135822.0948,1583.0,5.34
1758135822.1931,1584.0,5.12
1758135822.2952,1585.0,4.35
1758135822.395,1586.0,4.7
1758135822.4959,1587.0,5.22
1758135822.5951,1588.0,6.16
1758135822.6951,1589.0,7.27
1758135822.7952,1590.0,8.79
1758135822.8954,1591.0,8.27
1758135822.9951,1592.0,9.51
1758135823.095,1593.0,9.32
1758135823.1951,1594.0,10.81
1758135823.2952,1595.0,12.43
1758135823.3955,1596.0,12.93
1758135823.4954,1597.0,12.02
1758135823.5955,1598.0,13.22
1758135823.6954,1599.0,15.87
1758135823.7957,1600.0,13.65
1758135823.8958,1601.0,12.96
1758135823.9958,1602.0,12.19
1758135824.0956,1603.0,14.87
1758135824.196,1604.0,11.89
1758135824.294,1605.0,10.94
1758135824.3942,1606.0,10.83
1758135824.4961,1607.0,13.54
1758135824.596,1608.0,15.57
1758135824.6958,1609.0,13.55
1758135824.7964,1610.0,10.0
1758135824.896,1611.0,10.3
1758135824.9952,1612.0,11.95
1758135825.095,1613.0,10.28
1758135825.1945,1614.0,8.94
1758135825.2946,1615.0,8.76
1758135825.3945,1616.0,8.06
1758135825.4943,1617.0,8.14
1758135825.5939,1618.0,7.57
1758135825.694,1619.0,8.33
1758135825.7941,1620.0,10.74
1758135825.8939,1621.0,11.06
1758135825.9939,1622.0,12.17
1758135826.0958,1623.0,15.09
1758135826.1954,1624.0,10.0
1758135826.2956,1625.0,13.0
1758135826.3942,1626.0,12.74
1758135826.4936,1627.0,14.14
1758135826.5951,1628.0,10.0
1758135826.6953,1629.0,10.2
1758135826.7955,1630.0,10.3
1758135826.8956,1631.0,11.33
1758135826.9937,1632.0,14.62
1758135827.0956,1633.0,10.0
1758135827.1954,1634.0,8.8
1758135827.2956,1635.0,7.39
1758135827.3958,1636.0,6.06
1758135827.4956,1637.0,7.82
1758135827.5956,1638.0,7.35
1758135827.6959,1639.0,7.13
1758135827.7958,1640.0,7.49
1758135827.8956,1641.0,8.61
1758135827.994,1642.0,9.04
1758135828.0954,1643.0,11.03
1758135828.1951,1644.0,8.93
1758135828.2954,1645.0,7.15
1758135828.3954,1646.0,7.5
1758135828.4954,1647.0,7.05
1758135828.5942,1648.0,7.69
1758135828.6951,1649.0,9.46
1758135828.7945,1650.0,8.13
1758135828.8952,1651.0,10.08
1758135828.9951,1652.0,8.77
1758135829.0957,1653.0,8.69
1758135829.195,1654.0,9.73
1758135829.2953,1655.0,12.06
1758135829.3954,1656.0,13.39
1758135829.4956,1657.0,12.45
1758135829.5946,1658.0,14.57
1758135829.6938,1659.0,10.0
1758135829.7939,1660.0,11.7
1758135829.8947,1661.0,9.71
1758135829.9952,1662.0,11.07
1758135830.0955,1663.0,13.4
1758135830.1953,1664.0,10.0
1758135830.2953,1665.0,8.2
1758135830.3937,1666.0,9.59
1758135830.4938,1667.0,7.87
1758135830.5937,1668.0,8.65
1758135830.6935,1669.0,10.9
1758135830.7934,1670.0,8.83
1758135830.8934,1671.0,9.63
1758135830.9932,1672.0,11.84
1758135831.0941,1673.0,10.42
1758135831.1949,1674.0,13.34
1758135831.2953,1675.0,10.0
1758135831.3949,1676.0,11.7
1758135831.4951,1677.0,11.58
1758135831.5951,1678.0,10.89
1758135831.6952,1679.0,10.02
1758135831.7952,1680.0,9.72
1758135831.8949,1681.0,9.91
1758135831.9941,1682.0,8.23
1758135832.0948,1683.0,10.12
1758135832.1946,1684.0,12.24
1758135832.2936,1685.0,15.67
1758135832.395,1686.0,15.67
1758135832.4946,1687.0,12.85
1758135832.5951,1688.0,15.42
1758135832.6939,1689.0,10.0
1758135832.7952,1690.0,8.0
1758135832.8951,1691.0,10.32
1758135832.9941,1692.0,12.9
1758135833.0952,1693.0,14.71
1758135833.1953,1694.0,10.0
1758135833.2952,1695.0,10.9
1758135833.3952,1696.0,12.54
1758135833.495,1697.0,11.66
1758135833.5951,1698.0,13.76
1758135833.6948,1699.0,10.0
1758135833.7952,1700.0,10.4
1758135833.8949,1701.0,13.1
1758135833.9951,1702.0,14.15
1758135834.0948,1703.0,14.86
1758135834.1952,1704.0,10.0
1758135834.2947,1705.0,10.9
1758135834.3951,1706.0,12.32
1758135834.4946,1707.0,12.07
1758135834.595,1708.0,12.92
1758135834.6947,1709.0,12.79
1758135834.7951,1710.0,10.0
1758135834.8945,1711.0,9.4
1758135834.9937,1712.0,8.37
1758135835.095,1713.0,8.45
1758135835.1941,1714.0,9.38
1758135835.2948,1715.0,8.72
1758135835.3951,1716.0,8.02
1758135835.495,1717.0,10.11
1758135835.5948,1718.0,9.3
1758135835.6938,1719.0,9.67
1758135835.7933,1720.0,11.61
1758135835.8929,1721.0,9.64
1758135835.993,1722.0,9.25
1758135836.0929,1723.0,10.36
1758135836.1927,1724.0,13.26
1758135836.2927,1725.0,12.33
1758135836.3926,1726.0,10.85
1758135836.4926,1727.0,10.42
1758135836.5927,1728.0,9.59
1758135836.6926,1729.0,12.37
1758135836.7926,1730.0,11.25
1758135836.8924,1731.0,12.49
1758135836.9924,1732.0,10.12
1758135837.0927,1733.0,12.54
1758135837.194,1734.0,10.66
1758135837.2942,1735.0,9.38
1758135837.394,1736.0,10.32
1758135837.494,1737.0,11.46
1758135837.5931,1738.0,10.08
1758135837.6942,1739.0,10.89
1758135837.7941,1740.0,13.83
1758135837.8943,1741.0,15.49
